Price,Close,High,Low,Open,Volume
Ticker,INTC,INTC,INTC,INTC,INTC
Date,,,,,
2020-01-02,53.66646957397461,53.78114245939691,53.11957355605152,53.13721579726368,18056000
2020-01-03,53.01371383666992,53.54297091567734,52.75790978164171,52.75790978164171,15293900
2020-01-06,52.86376953125,53.101934755676304,52.33451572024509,52.56385814103691,17755200
2020-01-07,51.9816780090332,52.749097050459284,51.94639352404693,52.73145480796615,21876100
2020-01-08,52.0169563293457,52.3256871241028,51.620014332577085,51.946387367736484,23133500
2020-01-09,52.30804443359375,52.49328290885404,51.893463564903556,52.08752147783247,18813300
2020-01-10,51.99049377441406,52.99608133599044,51.928747612507635,52.546212596485375,15200600
2020-01-13,52.5638542175293,52.73145046002449,52.11398884824566,52.19337388554858,16453300
2020-01-14,52.422706604003906,52.69615622465716,52.21100312915742,52.47563331394367,17051200
2020-01-15,51.99049377441406,52.61678156147184,51.82289752994139,52.30804738702624,18498800
2020-01-16,52.6256103515625,52.784387186084295,52.10517591949973,52.27277219375539,21365500
2020-01-17,52.572669982910156,52.92550804920345,52.25511976114201,52.90786580939747,21803400
2020-01-21,53.41066360473633,54.02812860462908,52.74027524465309,52.75791748635443,28358500
2020-01-22,55.333621978759766,55.4394720597931,53.78114178558841,53.84288794660064,29475100
2020-01-23,55.854061126708984,56.198076443414415,55.4041957198435,55.448299643667376,42778700
2020-01-24,60.39683532714844,61.120150438199374,58.6238286692718,58.72085931964194,84711000
2020-01-27,57.94461441040039,59.470629506126805,57.86522264626708,58.85316791765251,30764000
2020-01-28,59.373592376708984,59.61176091324935,58.16513100995341,58.65910022673958,30915400
2020-01-29,58.5091552734375,60.03517043777867,58.36801734411073,59.65587066499656,18055800
2020-01-30,58.63264083862305,58.6591025148651,57.27421870964704,57.9005030567379,18522400
2020-01-31,56.39213180541992,58.200422775925055,56.16278604183462,58.04164597495472,25268400
2020-02-03,56.8243522644043,57.371251604331,56.71850555526301,56.85963674406019,16646600
2020-02-04,57.741729736328125,58.270983482424306,57.26539934589361,58.01517604701541,20970800
2020-02-05,59.40005874633789,59.629404499325005,58.33272847295846,58.82670445860966,23401400
2020-02-06,59.470970153808594,59.7457698301944,59.187310989418826,59.65712760937908,17408000
2020-02-07,58.522483825683594,59.65712723916946,58.513624337734605,59.267093354440945,18134600
2020-02-10,58.85047149658203,58.85933774810406,58.00836020213481,58.114728168525744,22299300
2020-02-11,59.754638671875,60.0205653458504,59.01002910621376,59.24050430070036,17975600
2020-02-12,59.798954010009766,60.35740608968441,59.66598729685828,59.923054472159684,15586600
2020-02-13,59.78123474121094,59.967385454583265,59.16072560033449,59.382334558582784,11602700
2020-02-14,59.63052749633789,60.15352808426452,59.231634130283446,59.85213642480542,13405500
2020-02-18,58.628868103027344,59.11641053839692,58.398392882400906,59.08981854428021,12758400
2020-02-19,59.48870849609375,59.5684844737692,58.66432291193765,58.85047362281566,13551200
2020-02-20,58.01721954345703,59.64826490798523,57.22829223420736,59.42665596127536,26452600
2020-02-21,57.03327560424805,57.83993542109659,56.76734892446081,57.77788518618273,20775900
2020-02-24,54.74627685546875,55.64157896164464,54.35624629704113,54.61331350625872,26903100
2020-02-25,52.946815490722656,55.20722634190066,52.7074773938001,54.95016250282199,34495700
2020-02-26,52.87589645385742,53.91302470951246,52.53904990539088,53.28365610745765,26190100
2020-02-27,49.489715576171875,51.86536056469032,49.46312020102196,51.35122952541268,42226900
2020-02-28,49.21492385864258,49.97725930907249,47.51296509325502,48.1334709283597,60721700
2020-03-02,51.57283401489258,51.60829225769276,48.32847919132747,49.454253039102035,43140300
2020-03-03,49.61381530761719,52.31744395752906,49.10854714668053,51.439870983463905,49740300
2020-03-04,52.016056060791016,52.0426480542734,49.78223730819138,50.53570642972391,29223100
2020-03-05,50.491390228271484,51.998331999507116,50.181139002495655,50.580035850982256,29099200
2020-03-06,49.436527252197266,49.64926996037955,48.346211573681046,48.91352997081297,36259200
2020-03-09,45.07525634765625,46.724027376844425,44.3217873158799,46.02374232569736,56197000
2020-03-10,47.84980773925781,47.86753686239239,44.70296108478632,46.76835489843984,36569000
2020-03-11,45.793270111083984,47.459770246113315,45.21708552852285,46.44036779434638,38563500
2020-03-12,40.36829376220703,44.4015766371938,40.217597893127646,42.540062504579836,50661700
2020-03-13,48.248695373535156,48.753963451513954,42.318441763767005,42.77938535160281,48805100
2020-03-16,39.54390335083008,46.3162726252334,38.67519663368516,42.11456525711987,53878900
2020-03-17,44.392704010009766,45.76667874704545,40.06689660057324,40.563298456724226,52085200
2020-03-18,42.20321273803711,44.36611506535042,40.066902405017366,41.405419094384705,49309900
2020-03-19,40.72286605834961,43.639241126262085,40.0314471039634,42.40709570488779,44538000
2020-03-20,40.62535095214844,43.80765196276958,40.306233549700295,41.228124134959,52344000
2020-03-23,43.949493408203125,44.756149939430884,40.69627190696542,40.793780396699205,46698500
2020-03-24,46.4492301940918,48.434844189868485,45.518470040745036,47.105190692497345,50019800
2020-03-25,45.43870544433594,47.681390703918034,44.24201826086947,46.52015838862861,41106100
2020-03-26,49.232643127441406,49.596081655298946,45.793271417470756,45.864187901679095,41459800
2020-03-27,46.42264938354492,48.434859379735904,46.15671927696794,47.35340644730676,31633500
2020-03-30,49.188331604003906,49.72905468481914,46.83041214818453,46.97224176276446,31628600
2020-03-31,47.973907470703125,49.463119975912036,47.17611723100976,48.80715933759646,48074700
2020-04-01,45.98829650878906,48.479179281592316,45.58939966821132,46.53788583276023,29586600
2020-04-02,48.17778396606445,48.36393805240308,45.40324237042213,45.4652926053736,27810000
2020-04-03,47.98277282714844,48.869208664583,46.74176130214631,47.73456849325739,23906100
2020-04-06,51.7944450378418,52.09583335076486,49.74677708402763,50.19886124415437,32323400
2020-04-07,51.76784896850586,54.50693556152496,51.599424012455,53.13295744872364,41410000
2020-04-08,52.28199005126953,52.75180000585492,51.33350388928506,52.29085630408322,26719500
2020-04-09,50.65093231201172,52.937937903637454,49.693583571935655,52.61882052978422,40499700
2020-04-13,52.03379440307617,52.09584465318556,50.14568475714555,50.14568475714555,23251900
2020-04-14,53.77119827270508,53.98394436355708,52.7517956974084,53.22160899510696,25674000
2020-04-15,52.18448257446289,53.035463642445094,51.758993731214154,52.95568427299316,22841600
2020-04-16,53.88643264770508,54.03712510934584,52.13129018400507,52.8404381418408,24433500
2020-04-17,53.50526809692383,55.0742599469352,53.03545818157306,54.97675146303575,27385600
2020-04-20,52.45927047729492,53.22160579997869,52.20220328588125,52.547912703962446,26420300
2020-04-21,49.95952224731445,51.9451365464097,49.578354582656274,51.51078489788196,25248000
2020-04-22,53.274784088134766,53.62935971986792,51.244848909988136,51.65260851944258,23350400
2020-04-23,52.335174560546875,53.27479441831296,52.1312947162866,52.89362672380934,35092000
2020-04-24,52.530181884765625,52.65428573216748,49.72904500589277,49.81769061117981,50187000
2020-04-27,52.716346740722656,53.03546422201771,51.758994296837486,52.93795572701258,25902200
2020-04-28,52.07810974121094,53.38117161170441,51.64375465721824,53.17729175807017,28784700
2020-04-29,54.781734466552734,54.98561430483375,52.58337397986699,52.689745334299616,30451500
2020-04-30,53.168418884277344,54.551259949769154,52.96453905603223,54.4005641053802,26279900
2020-05-01,50.9434700012207,52.583374991073754,50.801640398754955,52.149023312921834,21194800
2020-05-04,51.40441131591797,51.475324418492015,49.915198965538075,50.633209768464184,18957200
2020-05-05,52.07810974121094,52.56564881568279,51.7235340244216,52.113567989186805,17252100
