Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2020-01-02,29.490604400634766,29.64883248885423,29.294705121969027,29.611161298407954,16514072
2020-01-03,29.33237075805664,29.56594418826424,29.13646850727125,29.174142716140935,14922848
2020-01-06,29.294700622558594,29.385117524639146,29.15907829888567,29.24949217151832,15771951
2020-01-07,29.196748733520508,29.483064876823303,29.14400604690306,29.475530640084784,20108107
2020-01-08,29.430322647094727,29.55087649567819,29.196749186783286,29.20428342363877,16403507
2020-01-09,29.3022403717041,29.588556576222572,29.226894958761918,29.588556576222572,21971895
2020-01-10,29.754314422607422,29.859799802492994,29.36251288136732,29.370047118580857,21557357
2020-01-13,29.694034576416016,29.965282236678814,29.54334075861497,29.852262630689957,15392405
2020-01-14,30.191329956054688,30.1988641946506,29.61116328968362,29.70911142087907,20919160
2020-01-15,30.643404006958008,30.794097845090363,30.266670926351185,30.28174243077811,23925800
2020-01-16,30.598196029663086,30.741355632538195,30.379691021271068,30.733821394931322,16216422
2020-01-17,30.522850036621094,30.748889278269022,30.455038870016335,30.5680584908403,23083970
2020-01-21,30.39475440979004,30.635862066621034,30.28173481696959,30.42489135217023,23115696
2020-01-22,30.2817440032959,30.44750329556673,30.115978652128497,30.379692125192612,18097812
2020-01-23,30.673540115356445,30.763957021644806,30.236533146824154,30.281741599968335,27148510
2020-01-24,30.002952575683594,30.869438216873725,29.86733026408829,30.846835508090386,34143698
2020-01-27,30.259136199951172,30.46257272667043,29.57348424611676,29.69403810289555,31964026
2020-01-28,28.737138748168945,29.754315333189947,28.593979148386502,29.626227237743834,70202408
2020-01-29,28.31519889831543,28.91797125359267,28.29259618463995,28.72207198006033,34165726
2020-01-30,28.21624755859375,28.29236568483644,27.927006635896635,28.239084220624264,32316589
2020-01-31,28.345643997192383,28.505485311661296,28.086847905453414,28.117295764643735,33894005
2020-02-03,28.551158905029297,28.954577019352204,28.39131451149661,28.51310290208886,20875735
2020-02-04,28.688167572021484,29.106804996120086,28.642497311481222,28.985019674942095,31150865
2020-02-05,29.05352020263672,29.35798653104844,28.787115990768598,28.80994958822231,29443490
2020-02-06,29.122024536132812,29.304705560352996,28.94695777158327,29.25903530429795,21047748
2020-02-07,28.962182998657227,29.22858721279025,28.870842487278416,29.198142415926466,21903596
2020-02-10,28.77950096130371,29.091578480517853,28.710997110381513,29.08396728157023,19998385
2020-02-11,28.992630004882812,29.023077864460586,28.74144817004056,28.840399888175856,16027335
2020-02-12,28.72622299194336,29.068745311994952,28.710997533430152,28.992627200609927,22944315
2020-02-13,28.109682083129883,28.604434503040785,28.079234226627815,28.604434503040785,22099745
2020-02-14,27.789995193481445,28.19341019126564,27.721491337328253,28.14012873417008,21006747
2020-02-18,27.645376205444336,27.911783519679602,27.607320203692293,27.820442994686314,17988513
2020-02-19,27.576868057250977,27.782382676357766,27.56164565891528,27.706264563891846,17750941
2020-02-20,27.287626266479492,27.447470624793848,26.952715152028542,27.18106336093659,42953135
2020-02-21,27.188678741455078,27.264796863060436,27.044059819114246,27.21912660217604,32425256
2020-02-24,26.389455795288086,26.94510391903309,26.336174342584034,26.671085456611333,37969296
2020-02-25,25.826204299926758,26.442745262135656,25.658748692161446,26.397074994491565,41878898
2020-02-26,26.42751693725586,26.800484075245045,25.894702368137235,26.062157938375396,47920005
2020-02-27,25.955598831176758,27.181069459482174,25.95559883117676,26.214394954188307,55444827
2020-02-28,25.43800926208496,25.833811557051245,24.760575733240163,25.491290722802756,66057447
2020-03-02,26.549299240112305,26.60258069098349,25.46083815696631,25.81097318694886,42034469
2020-03-03,26.10782814025879,27.234346872120746,25.772917000494754,26.777650419786855,46174475
2020-03-04,27.706266403198242,27.751936661630918,26.60258430311054,26.716758418995266,38712155
2020-03-05,26.990772247314453,27.538809133061022,26.762424054985612,27.13539113691291,35096303
2020-03-06,26.655860900878906,26.770034995945522,25.970816330479213,26.412287253781663,40931036
2020-03-09,25.696802139282227,26.40468042158765,25.240105683499664,25.468453911390945,43183856
2020-03-10,26.32856559753418,26.381847055204123,25.125931790745845,26.31334319831245,40548329
2020-03-11,24.486557006835938,25.78814412216344,24.098364385250488,25.69680360165132,65350213
2020-03-12,22.850061416625977,24.357160188777833,22.83483748570458,23.200194995650044,62731445
2020-03-13,24.8975830078125,25.026979519110792,23.00990149285545,23.801510610513365,60553038
2020-03-16,22.971845626831055,24.57028484643671,22.568430604482767,22.789167645834592,50995050
2020-03-17,24.478946685791016,24.851915390617112,23.283922448021535,24.0831413198199,54220606
2020-03-18,24.631175994873047,24.821466694378486,23.070795931401054,23.420929471917766,43884976
2020-03-19,23.154525756835938,24.547450372300606,22.842449716645557,24.524615241516518,59820929
2020-03-20,22.08128547668457,23.344813401801407,22.00516889415073,23.047959801057228,52488989
2020-03-23,21.685483932495117,22.515149105958447,21.221174720405095,21.890997043316855,52853041
2020-03-24,22.60648536682129,22.872891105706394,21.997557307856688,22.461864933689736,44466784
2020-03-25,22.644542694091797,23.382870311800755,22.07367216562332,22.45425353806685,44601275
2020-03-26,24.166868209838867,24.34954617863318,22.74349586631296,22.751108595993745,43269967
2020-03-27,23.519880294799805,24.159254694997546,23.337200801745542,23.443763711844124,38290344
2020-03-30,24.867136001586914,25.004145247217785,23.634055851302985,23.634055851302985,29943508
2020-03-31,24.844301223754883,25.11831817181908,24.539836417931106,24.66162172818186,29466151
2020-04-01,24.166868209838867,24.57028320524066,23.99941264001229,24.296264721852275,26709625
2020-04-02,25.019371032714844,25.118321226778953,24.166870696882327,24.281044821677806,27186876
2020-04-03,25.6054630279541,25.795753726991194,24.8366890322994,24.8366890322994,32837370
2020-04-06,26.31334686279297,26.56452872650745,25.712028345460322,25.818591275640504,40503217
2020-04-07,25.582630157470703,26.770041653546613,25.56740622691724,26.640645129728952,24226295
2020-04-08,26.3361759185791,26.488409086899622,25.453229357068288,25.871868274654375,25523980
2020-04-09,26.9375,27.2267409383922,26.526470665089747,26.66348146352464,30648107
2020-04-13,26.74720001220703,27.386577432851333,26.42751436227843,27.371351974935838,18270141
2020-04-14,27.736713409423828,27.881335379948077,26.899435565216198,27.3485208152733,21845309
2020-04-15,27.378969192504883,27.5768695628548,27.082114046389183,27.44747304914932,21312196
2020-04-16,27.310462951660156,27.599706905354,27.082114716928988,27.49314398776026,20657451
2020-04-17,28.094457626342773,28.16296148042274,27.485528018134,27.782383153136802,24404843
2020-04-20,27.462696075439453,28.094459319620555,27.462696075439453,27.69104430973127,22530620
2020-04-21,27.112564086914062,27.348523534562926,26.922274900834623,27.234349410836437,23975233
2020-04-22,27.592092514038086,28.162963098152563,27.49314385708047,28.132518299209895,20182624
2020-04-23,27.927003860473633,28.467429649432553,27.61492936715465,27.61492936715465,20185365
2020-04-24,28.452207565307617,28.490263564674567,27.99551108975222,28.041178288992562,17353794
2020-04-27,29.175302505493164,29.335146852390157,28.596820825631713,28.61204628276004,23394057
2020-04-28,28.855615615844727,29.85273458526041,28.45220069717813,29.72333809786004,35666728
2020-04-29,29.01546859741211,29.342765512409397,28.703391022626533,29.274261649288764,26518535
2020-04-30,29.198144912719727,29.312319031509638,28.43698208052433,28.924126415545146,29450973
2020-05-01,28.65010643005371,28.87845465577129,28.45981726208701,28.809950800134782,22679867
2020-05-04,28.634883880615234,28.86323210513269,28.475039511374252,28.6196584213586,19893512
2020-05-05,29.31232452392578,29.578728810757255,29.12964651171131,29.540672804292512,24123952
2020-05-06,29.31232452392578,29.692906011335186,29.31232452392578,29.662458145768824,24047432
2020-05-07,28.412887573242188,29.58907160840376,28.35907511055268,29.527569001706702,33546080
2020-05-08,28.612756729125977,28.735758836589863,28.474383608207688,28.635820976541368,19893618
2020-05-11,29.28925323486328,29.37381698716767,28.566633268810293,28.63581982649082,25620421
2020-05-12,28.720375061035156,29.396872588068938,28.7050009602097,29.30462489222339,19335314
2020-05-13,28.482074737548828,28.766511163169536,28.128451741565016,28.681950486257737,24596882
2020-05-14,29.15087890625,29.181627112431215,28.2745086666864,28.28988276977701,22362507
2020-05-15,29.02788543701172,29.34307006495918,28.743449021110912,29.181632679032692,25460002
2020-05-18,29.266193389892578,29.566003880530165,28.92794454731403,29.473756163122808,22635177
2020-05-19,28.966381072998047,29.227753195215826,28.68194470471242,29.097067134106936,19476234
2020-05-20,28.927942276000977,29.36612894468513,28.86644277226027,29.1739402909638,17504200
2020-05-21,28.64350700378418,28.943317482308238,28.482069641227103,28.881817976223648,17652181
2020-05-22,28.8280029296875,28.851067174203553,28.412880528222928,28.528192478123817,15781226
2020-05-26,28.8203182220459,29.112441646156377,28.789566923821614,28.94331723315627,23260094
2020-05-27,28.758821487426758,28.85875935266805,28.420572628835988,28.758821487426758,25904158
2020-05-28,29.350751876831055,29.550627583018073,28.997128956077585,29.089379757532097,22521767
2020-05-29,29.358440399169922,29.5429389010038,28.88950245703076,29.419939899781212,48333067
2020-06-01,27.259763717651367,27.467323393407227,26.83695113238702,27.290511925514416,76884979
2020-06-02,27.79788589477539,27.79788589477539,27.098327057013208,27.31357688121496,42690900
2020-06-03,27.79788589477539,27.99007456248132,27.321263933380234,27.897823754710995,38751996
2020-06-04,27.682573318481445,27.89782313792429,27.444262343052632,27.451949395047954,27013388
2020-06-05,27.667198181152344,28.051572402816703,27.582634430575254,27.859383746537862,36705655
2020-06-08,28.128448486328125,28.13613553871287,27.428889628593097,27.52113734810364,30194149
2020-06-09,27.83632469177246,28.182260590104597,27.805573391725943,28.059261571705647,21675088
2020-06-10,27.613388061523438,28.020823472739142,27.59032381355661,27.95163691062583,29557217
2020-06-11,25.599275588989258,27.428894859525183,25.58390148128779,27.36739533782512,63166642
2020-06-12,25.945205688476562,26.214264859937426,25.407081163768225,26.19889075662956,37902472
2020-06-15,25.645397186279297,25.92214653818911,25.184149296727522,25.599271779145376,36247482
2020-06-16,25.6761417388916,26.10664133036928,25.15339444273521,25.822203437951575,55616945
2020-06-17,25.79913902282715,25.960576358892013,25.614640534849975,25.822201720185905,27509822
2020-06-18,25.553146362304688,25.729957836479283,25.35327218596672,25.576209064468063,32278855
2020-06-19,25.691518783569336,25.93751834272575,25.46089332754647,25.89907999399862,43986266
2020-06-22,25.453203201293945,25.645390285373946,25.299454461297813,25.622327588012915,23332503
2020-06-23,25.19183349609375,25.560832075030106,25.168770795138975,25.522393724956583,37690408
2020-06-24,24.745960235595703,25.161084224378712,24.59989852068503,25.145710120412705,30817695
2020-06-25,24.845895767211914,24.892021165685346,24.469210164500804,24.68445841800148,27418651
2020-06-26,24.630645751953125,24.81514579877996,24.300085550618498,24.792083099745785,42153992
2020-06-29,25.09189796447754,25.114959120701204,24.753649127836255,24.953523299901853,23956261
2020-06-30,25.138023376464844,25.276398049595183,24.776713361262836,25.007337301331123,25451676
2020-07-01,25.937522888183594,26.552518030233724,25.922147236908888,26.552518030233724,73503009
2020-07-02,26.529455184936523,26.79082733096818,26.168145175589885,26.614015852507467,45270881
