Price,Close,High,Low,Open,Volume
Ticker,DELL,DELL,DELL,DELL,DELL
Date,,,,,
2020-01-02,24.638898849487305,24.794393276441912,24.290211582775697,24.53052211891018,4278253
2020-01-03,23.828445434570312,24.49283312960776,23.75776532662731,24.21953907650672,4447142
2020-01-06,24.06875228881836,24.167704431854492,23.60226716092274,23.60226716092274,4983403
2020-01-07,23.465618133544922,24.1771269635494,23.357243168317787,24.04990279055427,6135833
2020-01-08,23.559858322143555,23.578705756278435,23.159340150827905,23.324259189227455,6934306
2020-01-09,23.38079833984375,23.682366111392756,23.09808154630565,23.654094077397275,7158833
2020-01-10,23.32897186279297,23.5315875535997,23.281852388309904,23.38080275276173,4865615
2020-01-13,23.479751586914062,23.555143090121415,22.937875046785685,23.413784686560792,6736414
2020-01-14,23.965089797973633,24.280790107549002,23.470332643770902,23.479755474976894,6555490
2020-01-15,23.84257698059082,24.09702356713729,23.74833802948731,23.894409644943863,3906145
2020-01-16,24.19126319885254,24.375029677167205,23.884983961786116,24.03576698602512,4445958
2020-01-17,23.720064163208008,24.26665393858336,23.58341716266632,24.26665393858336,6502416
2020-01-21,23.225305557250977,23.63995791582939,23.041537337404186,23.63053331348575,5397142
2020-01-22,23.531587600708008,23.61640371887253,23.324260494000526,23.324260494000526,2705180
2020-01-23,23.734201431274414,23.7813226788869,23.26300491402769,23.56928238425676,2187860
2020-01-24,23.550434112548828,24.049902651336822,23.338395598659666,23.8190167029974,3948170
2020-01-27,22.688140869140625,23.03682633721054,22.60332476614725,22.92845138774681,6143133
2020-01-28,22.937875747680664,23.18289947049789,22.782381321691812,22.857772827202844,4225377
2020-01-29,23.06510353088379,23.18290310921081,22.87191243521253,23.06510353088379,2788836
2020-01-30,23.267715454101562,23.310123511432067,22.692855405511022,22.80594355839237,4742697
2020-01-31,22.980283737182617,23.206458253077706,22.688142319104646,23.1499159540103,4627869
2020-02-03,23.17347526550293,23.277138809012722,22.90489269002872,22.98970880013906,3265118
2020-02-04,24.04519271850586,24.25723124546802,23.29598897752824,23.559860168935085,5845604
2020-02-05,23.932106018066406,24.68602299383607,23.842578476936758,24.257232724949628,7337587
2020-02-06,24.90276527404785,24.940461909161392,24.059322790324607,24.106442254310316,6581533
2020-02-07,24.323198318481445,24.737852543961726,24.031056858317605,24.737852543961726,9318084
2020-02-10,24.554086685180664,24.58235872611616,23.823730356237153,24.03105747429159,5327100
